slip_id,player,team,prop_type,line,projection,pick,over_odds,under_odds,start_time,game_id,home_team,away_team,source,fetched_at,projection_id,flash_sale,is_promo
PP_5598472_20250707,Javier Báez,DET,Singles,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950658,5598472,False,False
PP_5598471_20250707,Javier Báez,DET,Doubles,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950670,5598471,False,False
PP_5599467_20250707,Javier Báez,DET,Hits+Runs+RBIs,2.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950676,5599467,False,False
PP_5597087_20250707,Javier Báez,DET,RBIs,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950681,5597087,False,False
PP_5597085_20250707,Javier Báez,DET,Hits,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950686,5597085,False,False
PP_5599902_20250707,Javier Báez,DET,Stolen Bases,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950690,5599902,False,False
PP_5597091_20250707,Javier Báez,DET,Total Bases,2.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950694,5597091,False,False
PP_5597084_20250707,Javier Báez,DET,Hits,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950698,5597084,False,False
PP_5597086_20250707,Javier Báez,DET,Home Runs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950702,5597086,False,False
PP_5597089_20250707,Javier Báez,DET,Runs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950712,5597089,False,False
PP_5599468_20250707,Javier Báez,DET,Hits+Runs+RBIs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950716,5599468,False,False
PP_5597090_20250707,Javier Báez,DET,Total Bases,3.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950720,5597090,False,False
PP_5599466_20250707,Javier Báez,DET,Hits+Runs+RBIs,3.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950724,5599466,False,False
PP_5597088_20250707,Javier Báez,DET,RBIs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950728,5597088,False,False
PP_5599453_20250707,Javier Báez,DET,Total Bases,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950732,5599453,False,False
PP_5599452_20250707,Javier Báez,DET,Singles,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950735,5599452,False,False
PP_5595632_20250707,Yandy Díaz,TB,Hits+Runs+RBIs,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950739,5595632,False,False
PP_5595635_20250707,Yandy Díaz,TB,Runs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950743,5595635,False,False
PP_5598751_20250707,Yandy Díaz,TB,Singles,2.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950747,5598751,False,False
PP_5593908_20250707,Yandy Díaz,TB,Home Runs,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950750,5593908,False,False
PP_5595638_20250707,Yandy Díaz,TB,Walks,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950754,5595638,False,False
PP_5595636_20250707,Yandy Díaz,TB,Runs,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950757,5595636,False,False
PP_5595630_20250707,Yandy Díaz,TB,Doubles,0.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950761,5595630,False,False
PP_5595634_20250707,Yandy Díaz,TB,Hitter Strikeouts,1.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950766,5595634,False,False
PP_5595756_20250707,Yandy Díaz,TB,Hits+Runs+RBIs,2.5,,,-110,-110,2025-07-07T18:40:00-04:00,77326,,,prizepicks,2025-07-07T15:31:50.950769,5595756,False,False
