slip_id,player,team,prop_type,line,projection,pick,over_odds,under_odds,start_time,game_id,home_team,away_team,source,fetched_at,projection_id,flash_sale,is_promo
PP_5597532_20250708,A'ja Wilson,LVA,Assists,2.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795881,5597532,False,False
PP_5597544_20250708,A'ja Wilson,LVA,Pts+Rebs,33.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795892,5597544,False,False
PP_5597542_20250708,A'ja Wilson,LVA,Pts+Rebs,44.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795897,5597542,False,False
PP_5607655_20250708,A'ja Wilson,LVA,Rebs+Asts,15.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795902,5607655,False,False
PP_5597537_20250708,A'ja Wilson,LVA,Pts+Asts,24.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795906,5597537,False,False
PP_5597540_20250708,A'ja Wilson,LVA,Pts+Asts,28.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795909,5597540,False,False
PP_5597534_20250708,A'ja Wilson,LVA,Points,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795913,5597534,False,False
PP_5607902_20250708,A'ja Wilson,LVA,Points,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795916,5607902,False,False
PP_5597533_20250708,A'ja Wilson,LVA,Points,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795921,5597533,False,False
PP_5597535_20250708,A'ja Wilson,LVA,Points,25.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795925,5597535,False,False
PP_5607453_20250708,A'ja Wilson,LVA,Rebounds,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795928,5607453,False,False
PP_5597266_20250708,A'ja Wilson,LVA,Assists,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795932,5597266,False,False
PP_5597538_20250708,A'ja Wilson,LVA,Pts+Asts,34.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795937,5597538,False,False
PP_5607226_20250708,A'ja Wilson,LVA,Points,21.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795940,5607226,False,False
PP_5597545_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,34.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795945,5597545,False,False
PP_5597546_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,49.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795949,5597546,False,False
PP_5598364_20250708,A'ja Wilson,LVA,Assists,5.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795952,5598364,False,False
PP_5597552_20250708,A'ja Wilson,LVA,Rebs+Asts,12.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795956,5597552,False,False
PP_5597270_20250708,A'ja Wilson,LVA,Rebounds,8.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795960,5597270,False,False
PP_5597268_20250708,A'ja Wilson,LVA,Rebounds,13.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795963,5597268,False,False
PP_5597265_20250708,A'ja Wilson,LVA,Assists,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795967,5597265,False,False
PP_5597553_20250708,A'ja Wilson,LVA,Rebs+Asts,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795970,5597553,False,False
PP_5599032_20250708,A'ja Wilson,LVA,Pts+Asts,26.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795974,5599032,False,False
PP_5597543_20250708,A'ja Wilson,LVA,Pts+Rebs,39.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795977,5597543,False,False
PP_5607488_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795981,5607488,False,False
PP_5602373_20250708,A'ja Wilson,LVA,FG Attempted,17.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795984,5602373,False,False
PP_5597267_20250708,A'ja Wilson,LVA,Rebounds,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795988,5597267,False,False
PP_5597539_20250708,A'ja Wilson,LVA,Pts+Asts,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795991,5597539,False,False
PP_5597550_20250708,A'ja Wilson,LVA,Rebs+Asts,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795995,5597550,False,False
PP_5597541_20250708,A'ja Wilson,LVA,Pts+Rebs,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.795998,5597541,False,False
PP_5602312_20250708,A'ja Wilson,LVA,Offensive Rebounds,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796002,5602312,False,False
PP_5602395_20250708,A'ja Wilson,LVA,Blks+Stls,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796005,5602395,False,False
PP_5602382_20250708,A'ja Wilson,LVA,Steals,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796009,5602382,False,False
PP_5597271_20250708,A'ja Wilson,LVA,Rebounds,9.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796013,5597271,False,False
PP_5597269_20250708,A'ja Wilson,LVA,Rebounds,12.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796017,5597269,False,False
PP_5602342_20250708,A'ja Wilson,LVA,Free Throws Made,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796020,5602342,False,False
PP_5597549_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,36.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796023,5597549,False,False
PP_5607225_20250708,A'ja Wilson,LVA,Points,22.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796026,5607225,False,False
PP_5597536_20250708,A'ja Wilson,LVA,Points,24.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796030,5597536,False,False
PP_5597548_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,39.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796034,5597548,False,False
PP_5597554_20250708,A'ja Wilson,LVA,Rebs+Asts,13.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796037,5597554,False,False
PP_5597547_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,44.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796041,5597547,False,False
PP_5597639_20250708,Jewell Loyd,LVA,Points,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796044,5597639,False,False
PP_5597649_20250708,Jewell Loyd,LVA,Pts+Rebs,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796048,5597649,False,False
PP_5597638_20250708,Jewell Loyd,LVA,Points,9.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796051,5597638,False,False
PP_5597297_20250708,Jewell Loyd,LVA,Rebounds,6.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796054,5597297,False,False
PP_5597642_20250708,Jewell Loyd,LVA,Points,10.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796057,5597642,False,False
PP_5597637_20250708,Jewell Loyd,LVA,Points,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796061,5597637,False,False
PP_5597643_20250708,Jewell Loyd,LVA,Pts+Rebs,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796065,5597643,False,False
PP_5597641_20250708,Jewell Loyd,LVA,Points,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796068,5597641,False,False
PP_5597645_20250708,Jewell Loyd,LVA,Pts+Rebs,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796071,5597645,False,False
PP_5597640_20250708,Jewell Loyd,LVA,Points,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796075,5597640,False,False
PP_5597635_20250708,Jewell Loyd,LVA,3-PT Made,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796079,5597635,False,False
PP_5597644_20250708,Jewell Loyd,LVA,Pts+Rebs,13.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796083,5597644,False,False
PP_5602383_20250708,Jewell Loyd,LVA,Steals,0.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796086,5602383,False,False
PP_5597296_20250708,Jewell Loyd,LVA,Rebounds,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796089,5597296,False,False
PP_5597636_20250708,Jewell Loyd,LVA,3-PT Made,2.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796093,5597636,False,False
PP_5597298_20250708,Jewell Loyd,LVA,Rebounds,5.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796096,5597298,False,False
PP_5607793_20250708,Jewell Loyd,LVA,3-PT Made,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796100,5607793,False,False
PP_5602343_20250708,Jewell Loyd,LVA,Free Throws Made,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796104,5602343,False,False
PP_5597300_20250708,Jewell Loyd,LVA,Rebounds,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796107,5597300,False,False
PP_5602321_20250708,Jewell Loyd,LVA,3-PT Attempted,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796110,5602321,False,False
PP_5597646_20250708,Jewell Loyd,LVA,Pts+Rebs,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796113,5597646,False,False
PP_5597647_20250708,Jewell Loyd,LVA,Pts+Rebs,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796117,5597647,False,False
PP_5597648_20250708,Jewell Loyd,LVA,Pts+Rebs,16.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796121,5597648,False,False
PP_5597598_20250708,Chelsea Gray,LVA,Pts+Rebs,21.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796125,5597598,False,False
PP_5607586_20250708,Chelsea Gray,LVA,Points,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796128,5607586,False,False
PP_5597592_20250708,Chelsea Gray,LVA,Pts+Asts,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:29:38.796131,5597592,False,False
