slip_id,player,team,prop_type,line,projection,pick,over_odds,under_odds,start_time,game_id,home_team,away_team,source,fetched_at,projection_id,flash_sale,is_promo
PP_5600086_20250708,Cedric Mullins,BAL,RBIs,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199353,5600086,False,False
PP_5600663_20250708,Cedric Mullins,BAL,Total Bases,3.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199366,5600663,False,False
PP_5600085_20250708,Cedric Mullins,BAL,Home Runs,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199371,5600085,False,False
PP_5600708_20250708,Cedric Mullins,BAL,Hits+Runs+RBIs,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199377,5600708,False,False
PP_5600710_20250708,Cedric Mullins,BAL,Runs,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199380,5600710,False,False
PP_5600707_20250708,Cedric Mullins,BAL,Hits+Runs+RBIs,2.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199389,5600707,False,False
PP_5600704_20250708,Cedric Mullins,BAL,Hits+Runs+RBIs,1.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199394,5600704,False,False
PP_5606840_20250708,Cedric Mullins,BAL,Singles,1.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199398,5606840,False,False
PP_5600706_20250708,Cedric Mullins,BAL,Hits+Runs+RBIs,3.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199402,5600706,False,False
PP_5600705_20250708,Cedric Mullins,BAL,Hits+Runs+RBIs,4.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199406,5600705,False,False
PP_5600709_20250708,Cedric Mullins,BAL,Runs,1.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199410,5600709,False,False
PP_5601496_20250708,Cedric Mullins,BAL,Doubles,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199414,5601496,False,False
PP_5600084_20250708,Cedric Mullins,BAL,Hits,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199419,5600084,False,False
PP_5600661_20250708,Cedric Mullins,BAL,Hits,1.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199424,5600661,False,False
PP_5600088_20250708,Cedric Mullins,BAL,Total Bases,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199427,5600088,False,False
PP_5606568_20250708,Cedric Mullins,BAL,Walks,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199432,5606568,False,False
PP_5600087_20250708,Cedric Mullins,BAL,Stolen Bases,0.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199436,5600087,False,False
PP_5600662_20250708,Cedric Mullins,BAL,RBIs,1.5,,,-110,-110,2025-07-08T18:35:00-04:00,77570,,,prizepicks,2025-07-08T07:38:28.199440,5600662,False,False
