slip_id,player,team,prop_type,line,projection,pick,over_odds,under_odds,start_time,game_id,home_team,away_team,source,fetched_at,projection_id,flash_sale,is_promo
PP_5602312_20250708,A'ja Wilson,LVA,Offensive Rebounds,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095027,5602312,False,False
PP_5597541_20250708,A'ja Wilson,LVA,Pts+Rebs,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095037,5597541,False,False
PP_5597542_20250708,A'ja Wilson,LVA,Pts+Rebs,44.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095049,5597542,False,False
PP_5607655_20250708,A'ja Wilson,LVA,Rebs+Asts,15.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095053,5607655,False,False
PP_5607902_20250708,A'ja Wilson,LVA,Points,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095057,5607902,False,False
PP_5597265_20250708,A'ja Wilson,LVA,Assists,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095061,5597265,False,False
PP_5598364_20250708,A'ja Wilson,LVA,Assists,5.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095065,5598364,False,False
PP_5597545_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,34.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095068,5597545,False,False
PP_5599032_20250708,A'ja Wilson,LVA,Pts+Asts,26.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095073,5599032,False,False
PP_5597550_20250708,A'ja Wilson,LVA,Rebs+Asts,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095077,5597550,False,False
PP_5597537_20250708,A'ja Wilson,LVA,Pts+Asts,24.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095083,5597537,False,False
PP_5597539_20250708,A'ja Wilson,LVA,Pts+Asts,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095087,5597539,False,False
PP_5597266_20250708,A'ja Wilson,LVA,Assists,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095090,5597266,False,False
PP_5597267_20250708,A'ja Wilson,LVA,Rebounds,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095094,5597267,False,False
PP_5597268_20250708,A'ja Wilson,LVA,Rebounds,13.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095097,5597268,False,False
PP_5597270_20250708,A'ja Wilson,LVA,Rebounds,8.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095100,5597270,False,False
PP_5597269_20250708,A'ja Wilson,LVA,Rebounds,12.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095104,5597269,False,False
PP_5597271_20250708,A'ja Wilson,LVA,Rebounds,9.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095107,5597271,False,False
PP_5597534_20250708,A'ja Wilson,LVA,Points,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095111,5597534,False,False
PP_5597535_20250708,A'ja Wilson,LVA,Points,25.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095115,5597535,False,False
PP_5597532_20250708,A'ja Wilson,LVA,Assists,2.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095118,5597532,False,False
PP_5597533_20250708,A'ja Wilson,LVA,Points,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095122,5597533,False,False
PP_5597549_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,36.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095126,5597549,False,False
PP_5597536_20250708,A'ja Wilson,LVA,Points,24.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095129,5597536,False,False
PP_5597540_20250708,A'ja Wilson,LVA,Pts+Asts,28.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095133,5597540,False,False
PP_5597553_20250708,A'ja Wilson,LVA,Rebs+Asts,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095136,5597553,False,False
PP_5597538_20250708,A'ja Wilson,LVA,Pts+Asts,34.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095140,5597538,False,False
PP_5597548_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,39.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095143,5597548,False,False
PP_5597554_20250708,A'ja Wilson,LVA,Rebs+Asts,13.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095147,5597554,False,False
PP_5597544_20250708,A'ja Wilson,LVA,Pts+Rebs,33.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095151,5597544,False,False
PP_5602342_20250708,A'ja Wilson,LVA,Free Throws Made,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095154,5602342,False,False
PP_5597547_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,44.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095157,5597547,False,False
PP_5602382_20250708,A'ja Wilson,LVA,Steals,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095161,5602382,False,False
PP_5602395_20250708,A'ja Wilson,LVA,Blks+Stls,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095164,5602395,False,False
PP_5602373_20250708,A'ja Wilson,LVA,FG Attempted,17.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095167,5602373,False,False
PP_5597552_20250708,A'ja Wilson,LVA,Rebs+Asts,12.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095170,5597552,False,False
PP_5597543_20250708,A'ja Wilson,LVA,Pts+Rebs,39.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095174,5597543,False,False
PP_5597546_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,49.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095178,5597546,False,False
PP_5607226_20250708,A'ja Wilson,LVA,Points,21.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095182,5607226,False,False
PP_5607453_20250708,A'ja Wilson,LVA,Rebounds,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095185,5607453,False,False
PP_5607225_20250708,A'ja Wilson,LVA,Points,22.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095189,5607225,False,False
PP_5607488_20250708,A'ja Wilson,LVA,Pts+Rebs+Asts,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095192,5607488,False,False
PP_5597645_20250708,Jewell Loyd,LVA,Pts+Rebs,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095196,5597645,False,False
PP_5597646_20250708,Jewell Loyd,LVA,Pts+Rebs,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095199,5597646,False,False
PP_5602343_20250708,Jewell Loyd,LVA,Free Throws Made,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095202,5602343,False,False
PP_5597642_20250708,Jewell Loyd,LVA,Points,10.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095206,5597642,False,False
PP_5597300_20250708,Jewell Loyd,LVA,Rebounds,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095209,5597300,False,False
PP_5597647_20250708,Jewell Loyd,LVA,Pts+Rebs,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095212,5597647,False,False
PP_5597643_20250708,Jewell Loyd,LVA,Pts+Rebs,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095216,5597643,False,False
PP_5597640_20250708,Jewell Loyd,LVA,Points,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095219,5597640,False,False
PP_5597296_20250708,Jewell Loyd,LVA,Rebounds,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095223,5597296,False,False
PP_5602383_20250708,Jewell Loyd,LVA,Steals,0.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095226,5602383,False,False
PP_5597639_20250708,Jewell Loyd,LVA,Points,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095229,5597639,False,False
PP_5597636_20250708,Jewell Loyd,LVA,3-PT Made,2.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095233,5597636,False,False
PP_5597298_20250708,Jewell Loyd,LVA,Rebounds,5.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095236,5597298,False,False
PP_5597635_20250708,Jewell Loyd,LVA,3-PT Made,3.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095240,5597635,False,False
PP_5597638_20250708,Jewell Loyd,LVA,Points,9.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095243,5597638,False,False
PP_5597637_20250708,Jewell Loyd,LVA,Points,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095247,5597637,False,False
PP_5597641_20250708,Jewell Loyd,LVA,Points,11.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095251,5597641,False,False
PP_5602321_20250708,Jewell Loyd,LVA,3-PT Attempted,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095254,5602321,False,False
PP_5597648_20250708,Jewell Loyd,LVA,Pts+Rebs,16.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095257,5597648,False,False
PP_5607793_20250708,Jewell Loyd,LVA,3-PT Made,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095260,5607793,False,False
PP_5597297_20250708,Jewell Loyd,LVA,Rebounds,6.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095263,5597297,False,False
PP_5597649_20250708,Jewell Loyd,LVA,Pts+Rebs,14.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095267,5597649,False,False
PP_5597644_20250708,Jewell Loyd,LVA,Pts+Rebs,13.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095270,5597644,False,False
PP_5597283_20250708,Chelsea Gray,LVA,Rebounds,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095274,5597283,False,False
PP_5597590_20250708,Chelsea Gray,LVA,Pts+Asts,24.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095277,5597590,False,False
PP_5602396_20250708,Chelsea Gray,LVA,Blks+Stls,1.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095280,5602396,False,False
PP_5597606_20250708,Chelsea Gray,LVA,Rebs+Asts,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095284,5597606,False,False
PP_5597584_20250708,Chelsea Gray,LVA,Points,17.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095288,5597584,False,False
PP_5602374_20250708,Chelsea Gray,LVA,FG Attempted,9.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095292,5602374,False,False
PP_5597284_20250708,Chelsea Gray,LVA,Rebounds,6.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095295,5597284,False,False
PP_5602322_20250708,Chelsea Gray,LVA,3-PT Attempted,4.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095299,5602322,False,False
PP_5597592_20250708,Chelsea Gray,LVA,Pts+Asts,19.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095302,5597592,False,False
PP_5597602_20250708,Chelsea Gray,LVA,Pts+Rebs+Asts,29.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095305,5597602,False,False
PP_5602313_20250708,Chelsea Gray,LVA,Offensive Rebounds,0.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095309,5602313,False,False
PP_5597589_20250708,Chelsea Gray,LVA,Pts+Asts,15.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095312,5597589,False,False
PP_5597280_20250708,Chelsea Gray,LVA,Assists,7.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095316,5597280,False,False
PP_5597609_20250708,Chelsea Gray,LVA,Rebs+Asts,9.0,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095320,5597609,False,False
PP_5597281_20250708,Chelsea Gray,LVA,Assists,6.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095323,5597281,False,False
PP_5597282_20250708,Chelsea Gray,LVA,Assists,5.5,,,-110,-110,2025-07-08T20:00:00-04:00,77565,,,prizepicks,2025-07-08T10:30:12.095326,5597282,False,False
