slip_id,type,legs,combined_odds,potential_multiplier,total_stake,phase,confidence,potential_payout,dry_run,date,game,player,prop_type,line,over_odds,under_odds,projection,pick,decimal_odds,flex_payouts
PAPER_PWR_20250619_001,Power,3,6.997849939277664,6.997849939277664,12.91,ovulatory,0.6076088225589248,90.34,True,2025-06-21,SEA @ ATL,K. Mitchell,rebounds,10.1,-127.8247100254284,-112.8396217190125,9.392607248426028,under,1.8862135345421036,
PAPER_PWR_20250619_001,Power,3,6.997849939277664,6.997849939277664,12.91,ovulatory,0.5356336028610477,90.34,True,2025-06-21,MIN @ LA,J. Young,rebounds,5.8,-123.4118910070047,-105.93848174677233,4.04659301864155,under,1.9439440546168365,
PAPER_PWR_20250619_001,Power,3,6.997849939277664,6.997849939277664,12.91,ovulatory,0.6380996122654393,90.34,True,2025-06-21,SEA @ ATL,K. Mitchell,points,21.2,-110.07269541206904,-124.23244184939472,22.492337540389585,over,1.9084905173407374,
PAPER_PWR_20250619_002,Power,3,6.429348721770747,6.429348721770747,9.36,ovulatory,0.5875314676851633,60.18,True,2025-06-21,LAS @ NY,A. Thomas,points,20.8,-114.62026663863816,-111.31975793583374,22.298350048237523,over,1.8724460597816328,
PAPER_PWR_20250619_002,Power,3,6.429348721770747,6.429348721770747,9.36,ovulatory,0.5914204502944134,60.18,True,2025-06-21,LAS @ ATL,A. Wilson,points,23.5,-124.83987255386879,-109.58347388337675,24.902584991521653,over,1.8010261301480397,
PAPER_PWR_20250619_002,Power,3,6.429348721770747,6.429348721770747,9.36,ovulatory,0.6061503139205507,60.18,True,2025-06-21,MIN @ LA,J. Young,points,19.3,-106.09621869501349,-110.31394567668211,17.763029734989228,under,1.9065037007477628,
PAPER_PWR_20250619_003,Power,3,6.3141781876881575,6.3141781876881575,8.55,ovulatory,0.6288539130671889,53.99,True,2025-06-21,ATL @ DAL,A. Gray,assists,2.6,-126.93727737534932,-115.67303933728968,2.9797501009500547,over,1.787790648008806,
PAPER_PWR_20250619_003,Power,3,6.3141781876881575,6.3141781876881575,8.55,ovulatory,0.6076088225589248,53.99,True,2025-06-21,SEA @ ATL,K. Mitchell,rebounds,10.1,-127.8247100254284,-112.8396217190125,9.392607248426028,under,1.8862135345421036,
PAPER_PWR_20250619_003,Power,3,6.3141781876881575,6.3141781876881575,8.55,ovulatory,0.5875314676851633,53.99,True,2025-06-21,LAS @ NY,A. Thomas,points,20.8,-114.62026663863816,-111.31975793583374,22.298350048237523,over,1.8724460597816328,
PAPER_FLX_20250619_001,Flex,3,,,5.0,ovulatory,0.5852235820194055,25.0,True,2025-06-21,LAS @ NY,A. Thomas,assists,4.5,-108.02247836054292,-107.0058032725473,3.0207314541237498,under,1.9345287539713776,"{'2': 1.2, '3': 5.0}"
