slip_id,type,legs,combined_odds,potential_multiplier,total_stake,phase,confidence,potential_payout,dry_run,date,game,player,prop_type,line,over_odds,under_odds,projection,pick,decimal_odds,flex_payouts
PAPER_PWR_20250619_001,Power,2,3.3151392143540117,3.3151392143540117,9.14,ovulatory,0.5404507207715267,30.3,True,2025-06-22,MIN @ CHI,A. Wilson,points,18.6,-112.37431743055598,-121.83005572055065,18.453636573542802,under,1.8208155155848929,
PAPER_PWR_20250619_001,Power,2,3.3151392143540117,3.3151392143540117,9.14,ovulatory,0.627361321710948,30.3,True,2025-06-22,SEA @ DAL,D. Taurasi,points,24.3,-117.34811895757402,-121.84880137313667,23.27680122134921,under,1.820689238409254,
PAPER_PWR_20250619_002,Power,2,3.5431471213968444,3.5431471213968444,15.66,ovulatory,0.627361321710948,55.49,True,2025-06-22,SEA @ DAL,D. Taurasi,points,24.3,-117.34811895757402,-121.84880137313667,23.27680122134921,under,1.820689238409254,
PAPER_PWR_20250619_002,Power,2,3.5431471213968444,3.5431471213968444,15.66,ovulatory,0.547981770785163,55.49,True,2025-06-22,SEA @ DAL,D. Taurasi,points,26.7,-120.50012714013971,-105.70297575295612,25.14088552406811,under,1.946047159861565,
PAPER_PWR_20250619_003,Power,3,6.6953483136842085,6.6953483136842085,11.11,ovulatory,0.6211980735740827,74.39,True,2025-06-22,MIN @ CHI,C. Clark,rebounds,7.6,-106.45894150875594,-122.31951936718228,9.346870542371251,over,1.939329271762253,
PAPER_PWR_20250619_003,Power,3,6.6953483136842085,6.6953483136842085,11.11,ovulatory,0.5793481055086848,74.39,True,2025-06-22,SEA @ DAL,A. Gray,assists,6.9,-105.01899240700968,-111.29503472109991,5.593029264092236,under,1.8985126807372428,
PAPER_PWR_20250619_003,Power,3,6.6953483136842085,6.6953483136842085,11.11,ovulatory,0.5632148614545988,74.39,True,2025-06-22,SEA @ DAL,D. Taurasi,assists,2.3,-105.35851615683055,-122.17795058927774,2.2298428842430873,under,1.8184782893941907,
PAPER_FLX_20250619_001,Flex,2,,,50.0,ovulatory,0.5274725084002955,115.0,True,2025-06-22,SEA @ DAL,D. Taurasi,rebounds,6.0,-124.85987603132091,-105.17289849281937,7.373356914741903,over,1.8008977998257434,{'2': 2.3}
PAPER_FLX_20250619_001,Flex,2,,,50.0,ovulatory,0.6346033275106948,115.0,True,2025-06-22,SEA @ DAL,C. Clark,points,23.7,-122.81345432624596,-126.4552997155117,22.034060480645028,under,1.7907932702304405,{'2': 2.3}
PAPER_FLX_20250619_002,Flex,2,,,50.0,ovulatory,0.5156612487682207,115.0,True,2025-06-22,LA @ ATL,S. Stewart,points,20.5,-127.72111549922283,-110.84597717326535,20.309726086507784,under,1.9021527217328618,{'2': 2.3}
PAPER_FLX_20250619_002,Flex,2,,,50.0,ovulatory,0.627361321710948,115.0,True,2025-06-22,SEA @ DAL,D. Taurasi,points,24.3,-117.34811895757402,-121.84880137313667,23.27680122134921,under,1.820689238409254,{'2': 2.3}
PAPER_FLX_20250619_003,Flex,4,,,5.0,ovulatory,0.5862417746642045,50.0,True,2025-06-22,LA @ ATL,A. Wilson,rebounds,7.8,-118.59186933615975,-105.10716046688839,7.141032310086527,under,1.9514099663219682,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_003,Flex,4,,,5.0,ovulatory,0.6369759083273762,50.0,True,2025-06-22,LA @ ATL,J. Young,rebounds,5.3,-129.41289154329334,-112.0717295132376,7.067260707972057,over,1.772720544355864,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_003,Flex,4,,,5.0,ovulatory,0.6346033275106948,50.0,True,2025-06-22,SEA @ DAL,C. Clark,points,23.7,-122.81345432624596,-126.4552997155117,22.034060480645028,under,1.7907932702304405,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_003,Flex,4,,,5.0,ovulatory,0.4933638825234416,50.0,True,2025-06-22,LA @ ATL,S. Stewart,rebounds,10.5,-117.46912656783493,-118.82069992901094,10.398380012738066,under,1.8416041990978398,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5563231828658148,50.0,True,2025-06-22,MIN @ CHI,C. Clark,points,15.8,-115.38462954712995,-109.30474672568504,14.961636334846988,under,1.9148733517581213,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.6211980735740827,50.0,True,2025-06-22,MIN @ CHI,C. Clark,rebounds,7.6,-106.45894150875594,-122.31951936718228,9.346870542371251,over,1.939329271762253,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5749472791256541,50.0,True,2025-06-22,SEA @ DAL,A. Gray,rebounds,9.7,-119.4284647400412,-110.57703605139514,11.34711641225454,over,1.8373213221627611,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5233466046672652,50.0,True,2025-06-22,LA @ ATL,J. Young,assists,7.5,-121.71680426774152,-125.60573235529445,5.504771167439077,under,1.796142008209746,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.4755146541451956,100.0,True,2025-06-22,LA @ ATL,B. Jones,rebounds,6.4,-125.20531032678154,-115.99698294351872,6.992305421472256,over,1.7986881685689164,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5632148614545988,100.0,True,2025-06-22,SEA @ DAL,D. Taurasi,assists,2.3,-105.35851615683055,-122.17795058927774,2.2298428842430873,under,1.8184782893941907,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5793481055086848,100.0,True,2025-06-22,SEA @ DAL,A. Gray,assists,6.9,-105.01899240700968,-111.29503472109991,5.593029264092236,under,1.8985126807372428,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5862417746642045,100.0,True,2025-06-22,LA @ ATL,A. Wilson,rebounds,7.8,-118.59186933615975,-105.10716046688839,7.141032310086527,under,1.9514099663219682,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5618243545657681,100.0,True,2025-06-22,SEA @ DAL,D. Taurasi,rebounds,7.0,-122.66953609710646,-128.05654401242128,8.130812966393952,over,1.8151983221069572,"{'3': 1.5, '4': 5.0, '5': 20.0}"
